Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
215,DEN,Troy Franklin,WR,15.04,12,23.2,0,303.00,514.00,984.00,"Franklin enjoyed a mini breakout in 2025. He tallied 65-709-6 for a high-volume passing game led by Bo Nix. Unfortunately, that momentum was halted after the March trade for Jaylen Waddle. Now, Franklin will battle Pat Bryant for the No. 3 WR role.",21.90
216,BUF,Cole Bishop,DB,N/A,7,23.4,0,431.00,712.00,1330.00,"",21.80
217,SEA,Zach Charbonnet,RB,10.06,8,25.3,0,317.00,452.00,578.00,"Seattle made Charbonnet a surprising Round 2 pick, and his usage was predictably limited alongside Kenneth Walker in 2023. A 2024 breakout never truly came, although he showed workhorse potential in games missed by Walker. OC Klink Kubiak favored Charbonnet at the goal line in 2025, leading to a huge 12 rushing scores. A roadblock hit in the playoffs, as he suffered an ACL tear on January 18. His short-term value not only depends on his rehab trajectory but also on the moves Seattle makes in the backfield. So far, they've only added former Packer Emanuel Wilson.",21.70
218,UNS,Jauan Jennings,WR,14.02,18,28.8,0,311.00,488.00,824.00,"Jennings seized the opportunity with Brandon Aiyuk out all of last season and Ricky Pearsall dealing with injuries. The veteran finished as the WR34 in PPR points per game. We'll see where he ends up in free agency.",21.50
219,RK,Brenen Thompson,WR,364.11,18,22.7,0,302.00,506.00,982.00,"Thompson played at Oklahoma and Texas early in his career, but barely saw the field. He made the jump to Mississippi State in 2025 and produced, going 57-1054-6 on the season. Thompson is a big play threat who could challenge to be the fastest WR at the NFL Combine this year. His blazing speed helps him overcome his 5'9, 170 pound frame.",21.50
220,NYG,Brian Burns,DL,N/A,14,27.9,0,478.00,686.00,961.00,"",21.40
221,DET,Isaac TeSlaa,WR,16.09,8,24.1,0,295.00,519.00,962.00,"TeSlaa played a unique role in 2025, often serving as a key red zone option. He finished his rookie season going 16-239-6. His playing time increased late in the year and could continue rising in 2026 and beyond. However, he'll be limited by Amon-Ra St. Brown and Jameson Williams for the foreseeable future.",21.40
222,TEN,Chimere Dike,WR,16.04,10,24.3,0,302.00,500.00,925.00,"Dike was a stud returner for the Titans as a rookie in 2025, but he also contributed as a WR. He went 48-423-4 and become the pseudo No. 1 WR on the team. That certainly won't be Dike's role going forward, but he proved he can be a weapon that gets some playing time.",21.40
223,TB,Sirvocea Dennis,LB,N/A,9,26.1,0,384.00,608.00,1036.00,"",21.30
224,RK,Ted Hurst,WR,23.02,18,21.8,0,299.00,510.00,993.00,"Hurst has two straight seasons of 960+ receiving yards and 6+ TDs after transferring to Georgia State from Valdosta State. He is a tall, rangy WR whose good hands made him a reliable target throughout the past two seasons. He is likely a mid-round pick.",21.30
225,RK,Malachi Fields,WR,17.01,18,23.8,0,293.00,501.00,911.00,"Fields excelled at Virginia with back-to-back 800-yard receiving seasons. He transferred to Notre Dame in 2025, and while he continued to showcase his size and contested ability, the production ultimately dropped. He's also on the older side, hitting 24 before the start of the '26 season. ",21.30
226,BUF,Keon Coleman,WR,19.06,7,22.9,0,291.00,492.00,977.00,"Coleman had plenty of hype heading into 2025, but he failed to pay that off. An 8-112-1 stat line in Week 1 shows Coleman's potential, but he was a healthy scratch for multiple games later in the season. Coleman could get another opportunity in 2026 and should be held on dynasty rosters.",21.30
227,IND,Josh Downs,WR,12.06,11,24.7,0,283.00,484.00,880.00,"Downs flashed again in 2025, but being stuck in the slot role continued to limit his ceiling. Downs ended the season going 58-566-4 with his best games coming with Daniel Jones at QB. With Jones back in Indy and Michael Pittman in Pittsburgh, Downs should have a chance to play in more 2-WR sets. This fall turns up a contract season.",21.20
228,TEN,Elic Ayomanor,WR,16.12,10,22.8,0,295.00,499.00,955.00,"Ayomanor flashed a bit as a rookie in 2025, despite a down year for the Titans' offense. He went 41-515-4 and took over Calvin Ridley's role after Ridley went on IR. The Titans added Wan'Dale Robinson in free agency, and they may invest an early pick on a WR in the draft.",21.20
229,RK,Deion Burks,WR,24.06,18,23.3,0,305.00,510.00,990.00,"Burks flashed speed and athleticism at Purdue before transferring to Oklahoma, but he was never able to break out. He went 57-620-4 in 2025 after an injury-riddled 2024. Burks sits as a pure slot WR at 5'9, 188 pounds. His speed and athleticism could make him an intriguing Day 3 or late Day 2 pick, but Burks has never showcased that he can be an NFL starter.",21.10
230,WAS,Jacory Croskey-Merritt,RB,13.04,12,25,0,280.00,428.00,721.00,"A dispute over eligibility limited Croskey-Merritt to only one game in 2024. But he flashed NFL potential in 2023 at New Mexico with 189-1,190-17. Sure enough, he showed it as a rookie. With Brian Robinson and Austin Ekeler out, JCM tallied 805 yards and 8 TDs on 175 attempts. Despite some bright moments, we expect Washington to add a backfield piece this offseason.",21.10
231,RK,Kaytron Allen,RB,17.07,18,23.3,0,284.00,458.00,772.00,"Allen has four straight seasons of over 860 rushing yards. He has been the consistent backfield presence and ascended past teammate Nicholas Singleton despite a difference in athleticism. Allen is one of the most technically sound RBs in the class, and that shows with him averaging over 5 yards per carry in every college season. He won't add much receiving and may not have high-end athleticism, but his polish could push him into late Day 2 or early Day 3.",21.10
232,LVR,Dont'e Thornton Jr.,WR,23.08,8,23.3,0,303.00,513.00,982.00,"Thornton had plenty of preseason hype, but that didn't come to fruition in his rookie year. Thornton went 10-135-0 during the 2025 season despite often playing an outside role early in the season. Perhaps a new coaching staff can maximize Thornton's size and speed.",21.00
233,RK,Nicholas Singleton,RB,12.07,18,22.3,0,288.00,468.00,710.00,"Singleton, a former five-star recruit, has been a disappointment over his four-year career at Penn State. His final rushing line this past year was 123-549-13, mainly profiling as a red zone runner. Singleton would likely have dominated at the NFL Combine, but he suffered a broken bone in his foot at the Senior Bowl. ",21.00
234,BAL,Nate Wiggins,DB,N/A,7,22.6,0,434.00,710.00,1273.00,"",20.90
235,ATL,Jahan Dotson,WR,24.09,5,26,0,306.00,487.00,874.00,"Dotson went 18-262-1 on the Eagles in 2025 and still isn't making a fantasy impact. We are unlikely to see him emerge in 2026.",20.90
236,LAC,Tuli Tuipulotu,DL,N/A,12,23.6,0,404.00,677.00,1212.00,"",20.80
237,LVR,Michael Mayer,TE,20.05,8,24.8,0,264.00,428.00,793.00,"Mayer flashed his talent on a poor Raiders offense when Brock Bowers was injured. There's just not projectable fantasy value here, at least for 2026. Mayer is slated for free agency in 2027.",20.80
238,RK,Bryce Lance,WR,N/A,18,22.9,0,297.00,497.00,965.00,"Brother of Trey Lance, Bryce posted two straight 1,000-yard seasons and even caught 17 TDs in 2024. At 6'3, 210 pounds, Lance has the size and leaping ability to dominate at the FCS level. He certainly carries his brother's athleticism, but the level of competition brings major questions.",20.80
239,DET,Brian Branch,DB,N/A,8,24.4,0,426.00,696.00,1240.00,"",20.70
240,PIT,Patrick Queen,LB,N/A,5,26.7,0,392.00,614.00,1011.00,"",20.70
241,RK,Max Klare,TE,20.06,18,22.8,0,249.00,425.00,791.00,"Klare broke out at Purdue in 2024 with 51-685-4. He took a step back on the Buckeyes last year at 43-448-2, but he showed improved blocking and good route running to be a shallow target. He did have some drops and mental lapses, but Klare can be a Jake Ferguson-type TE.",20.70
242,UNS,Deebo Samuel,WR,17.02,18,30.3,0,321.00,480.00,675.00,"Samuel had a solid 2025 despite Jayden Daniels missing most of the season. He went 72-727-5 and added 17 rushes for 75 yards and a TD. He will be a free agent heading into 2026 and cross the age-30 mark. Samuel is heading toward the end of his career, but if he can pair with a great QB, Samuel could contribute as a fantasy starter in 2026.",20.70
243,PIT,Rico Dowdle,RB,11.09,5,27.8,0,282.00,442.00,584.00,"Dowdle posted a breakout 235-1,079-2 line with Dallas in 2024. He added 39 catches. That momentum continued with Carolina in 2025. Dowdle posted another 1,000-yard season while outplaying Chuba Hubbard for stretches. That work garnered attention from Pittsburgh, which signed him to a two-year deal in March. He'll enter a rotational role with Jaylen Warren in the short term.",20.60
244,DET,Jake Bates,K,462.05,8,27.1,0,466.00,781.00,1488.00,"",20.50
245,SEA,Tory Horton,WR,19.05,8,23.3,0,283.00,480.00,906.00,"Horton flashed early as a rookie in 2025, but a shin injury ended his season late (despite the Seahawks making the playoffs). Horton ended the season going 13-161-5. He's an unlikely factor in 2025 after Seattle re-signed Rashid Shaheed. Cooper Kupp remains under contract, too.",20.40
246,UNS,Tyreek Hill,WR,17.04,18,32.1,0,345.00,467.00,644.00,"Hill dislocated his kneecap and tore multiple ligaments in 2025. At age 31, the injury could signal the end of Hill's career. He will likely try to come back, but it won't be with Miami after he was released in February. 2026 will likely be a slow year after the injury, and he may be too old when fully recovered to still have his elite speed.",20.30
247,HOU,Woody Marks,RB,12.10,6,25.3,0,272.00,416.00,702.00,"Marks profiled as the ideal receiving back with over 1,400 career receiving yards in college. He is an average athlete, but ran a ton of routes at both Mississippi State and USC. However, as a rookie, Marks caught only 24 passes in 16 games. His rushing volume spiked to 196 attempts, as Nick Chubb remained underwhelming and Joe Mixon never suited up due to a foot injury. Houston added a veteran upgrade in David Montgomery over the winter, capping Marks' short-term ceiling.",20.10
248,NYJ,Braelon Allen,RB,16.02,9,22.2,0,278.00,445.00,760.00,"Allen’s size jumps off the tape: 6’2, 235 pounds. He averaged a robust 3.66 yards after contact per attempt for his college career, plus 5.9 yards per carry and 35 rushing scores. However, Allen didn’t show much as a pass-catcher. One silver lining: The former four-star prospect is still only 22 following a quiet 2024 and a 2025 lost to a knee injury.",20.00
249,NE,Kayshon Boutte,WR,15.10,14,23.9,0,271.00,460.00,868.00,"Boutte played a ton of snaps in 2025 and flashed some end zone ability. His 33-551-6 stat line was respectable, but Boutte certainly can be upgraded. If he resumes the same role in 2026, Boutte could. be a spot fantasy starter. If the Patriots add competition, 2025 could have been the peak of Boutte's career.",20.00
250,CLE,Jerry Jeudy,WR,16.08,9,26.9,0,287.00,455.00,777.00,"Jeudy struggled to make an impact amidst the terrible Browns' QBs in 2025. He went 50-602-2 in 2025 and didn't look particularly sharp. A new offense (and potentially QB) could help Jeudy get back to contributing for fantasy teams, but the days of him being a top dynasty option are over.",19.90
251,LVR,Tre Tucker,WR,20.08,8,25.1,0,287.00,460.00,837.00,"Tucker broke out in his third season going 57-696-5. Tucker's 2025 was an improvement in catches, yardage and TDs from 2024. His deep speed made him a downfield option working from the slot. He will have to fend off WRs like Jack Bech and possibly new additions in 2026, but Tucker is a young dynasty stash.",19.90
252,RK,Avieon Terrell,DB,N/A,18,21.3,0,415.00,696.00,1354.00,"",19.80
253,RK,Anthony Hill Jr.,LB,N/A,18,21.2,0,338.00,584.00,1177.00,"",19.60
254,RK,Skyler Bell,WR,19.12,18,23.8,0,296.00,496.00,938.00,"Bell transferred to UConn in 2024 and broke out. Over the past two seasons, he caught 151-2138-18. He isn't built like an NFL WR, but the production is hard to ignore with Bell able to beat man coverage. He could find his way into Day 2 of the NFL Draft.",19.60
255,HOU,Nathaniel Dell,WR,18.06,6,26.4,0,251.00,488.00,942.00,"Between his leg fracture in 2023 and dislocated kneecap and torn ACL in 2024, Dell did not play at all in 2025. His career is in jeopardy, but if Dell can somehow get back healthy, he could be a sneaky add on deep dynasty rosters.",19.60
256,KC,Justin Fields,QB,18.12,10,27.1,0,625.00,1000.00,1709.00,"Down-to-down inconsistency remained after signing with the Jets, as Fields was eventually benched for Tyrod Taylor. Fields will likely find a backup job in 2026.",19.50
